timestamp,open,high,low,close,volume
1758036055,2400.0663,2402.186,2372.9732,2380.9231,2360.28
1758039655,2380.9231,2388.5388,2355.091,2363.147,6959.71
1758043255,2363.147,2399.3775,2358.7868,2389.8724,4847.65
1758046855,2389.8724,2390.5163,2377.6252,2378.5595,6079.12
1758050455,2378.5595,2382.1354,2377.3396,2378.9871,5588.31
1758054055,2378.9871,2384.8823,2347.9052,2356.3894,3224.5
1758057655,2356.3894,2362.1987,2351.7811,2354.6601,5089.19
1758061255,2354.6601,2363.1366,2351.6807,2359.6963,3998.15
1758064855,2359.6963,2362.0199,2329.5989,2331.665,6178.71
1758068455,2331.665,2339.5004,2327.8561,2329.1074,6130.81
1758072055,2329.1074,2356.6303,2325.7652,2352.2753,3138.3
1758075655,2352.2753,2358.1469,2346.5675,2356.4901,6892.55
1758079255,2356.4901,2380.1331,2351.4131,2378.801,2842.64
1758082855,2378.801,2403.7008,2378.0836,2402.9658,1130.41
1758086455,2402.9658,2404.8986,2397.3728,2404.5985,3835.94
1758090055,2404.5985,2419.9545,2399.2931,2411.2133,4804.29
1758093655,2411.2133,2447.0949,2403.7367,2442.4825,3560.73
1758097255,2442.4825,2450.0263,2419.6906,2426.8082,3036.99
1758100855,2426.8082,2431.7629,2422.0298,2425.88,4515.17
1758104455,2425.88,2445.2249,2418.0538,2436.9589,5298.25
1758108055,2436.9589,2441.9707,2413.5038,2417.8193,2254.02
1758111655,2417.8193,2452.6029,2408.4601,2446.1508,6151.44
1758115255,2446.1508,2449.876,2444.0097,2446.365,4413.5
1758118855,2446.365,2449.9801,2420.4387,2420.8532,2447.42
1758122455,2420.8532,2450.2753,2416.3052,2446.7398,4182.5
1758126055,2446.7398,2456.3367,2417.0821,2420.2194,5926.15
1758129655,2420.2194,2430.7627,2412.1371,2422.7227,2843.21
1758133255,2422.7227,2428.3077,2416.388,2426.6202,3557.08
1758136855,2426.6202,2445.2804,2421.6053,2437.1358,3634.3
1758140455,2437.1358,2468.2546,2433.6955,2463.167,7074.04
1758144055,2463.167,2468.3404,2457.2139,2463.5895,4512.86
1758147655,2463.5895,2465.2214,2441.8323,2442.5855,5504.34
1758151255,2442.5855,2444.4116,2422.6754,2426.1906,6021.12
1758154855,2426.1906,2428.4261,2396.4526,2404.2536,6041.79
1758158455,2404.2536,2408.9498,2402.2273,2404.3448,2128.72
1758162055,2404.3448,2425.8029,2403.9299,2425.5851,5014.41
1758165655,2425.5851,2431.6931,2405.8717,2406.2489,5005.89
1758169255,2406.2489,2408.7346,2379.0229,2380.7373,7707.67
1758172855,2380.7373,2393.2245,2380.56,2387.8413,6036.83
1758176455,2387.8413,2401.4105,2387.0223,2398.6908,4144.42
1758180055,2398.6908,2437.8688,2397.0542,2429.4405,6812.55
1758183655,2429.4405,2444.525,2421.4676,2436.7798,2273.19
1758187255,2436.7798,2450.3138,2429.7211,2447.7239,3398.7
1758190855,2447.7239,2453.5064,2443.8519,2446.1005,3698.23
1758194455,2446.1005,2448.0803,2415.0541,2423.3866,4530.52
1758198055,2423.3866,2424.8364,2418.807,2419.7391,4331.08
1758201655,2419.7391,2428.2696,2412.1521,2427.8905,4523.3
1758205255,2427.8905,2432.5738,2404.6345,2405.8887,5224.32
1758208855,2405.8887,2435.4982,2398.4317,2426.7912,5544.62
1758212455,2426.7912,2432.9411,2426.3695,2429.342,4708.72
1758216055,2429.342,2437.1383,2406.5031,2414.1274,3668.66
1758219655,2414.1274,2427.8876,2406.7736,2420.7088,5876.95
1758223255,2420.7088,2422.0052,2392.998,2397.5739,2627.59
1758226855,2397.5739,2423.0365,2389.1655,2420.2941,3860.53
1758230455,2420.2941,2427.1595,2395.1008,2402.6878,5045.91
1758234055,2402.6878,2402.7569,2374.6994,2380.9331,5814.37
1758237655,2380.9331,2384.3833,2369.6974,2371.1655,5561.03
1758241255,2371.1655,2379.2746,2353.752,2357.7466,3559.51
1758244855,2357.7466,2364.1654,2338.6125,2345.6962,3892.6
1758248455,2345.6962,2368.0724,2342.2226,2363.5111,4884.38
1758252055,2363.5111,2366.4102,2346.907,2350.1441,5938.46
1758255655,2350.1441,2373.2611,2343.9465,2365.1722,6234.7
1758259255,2365.1722,2371.7882,2361.6676,2363.197,2501.21
1758262855,2363.197,2366.3962,2353.3096,2358.5038,5879.4
1758266455,2358.5038,2373.4009,2349.404,2371.8759,1037.03
1758270055,2371.8759,2373.2547,2340.1159,2348.8146,4047.64
1758273655,2348.8146,2350.8982,2323.6475,2324.3917,1264.29
1758277255,2324.3917,2333.5447,2313.1374,2318.8321,4647.04
1758280855,2318.8321,2337.8323,2310.0603,2332.2585,6741.6
1758284455,2332.2585,2345.7161,2330.3767,2341.6045,5598.19
1758288055,2341.6045,2363.2668,2341.2897,2360.5662,5196.6
1758291655,2360.5662,2364.8692,2358.9659,2362.6797,1252.43
1758295255,2362.6797,2362.6824,2346.9807,2348.4597,7977.72
1758298855,2348.4597,2369.3961,2344.7478,2366.054,5102.56
1758302455,2366.054,2375.2675,2365.4046,2368.2865,1631.16
1758306055,2368.2865,2376.147,2348.0855,2356.7112,3436.67
1758309655,2356.7112,2387.8235,2350.9951,2385.1854,2361.68
1758313255,2385.1854,2417.5484,2382.6942,2412.0017,3849.94
1758316855,2412.0017,2412.7,2386.665,2389.4775,7629.11
1758320455,2389.4775,2417.987,2381.1037,2408.7691,6692.03
1758324055,2408.7691,2421.188,2399.461,2414.4835,4942.18
1758327655,2414.4835,2439.3552,2405.1999,2431.9865,4211.94
1758331255,2431.9865,2437.6951,2430.5484,2430.8143,1813.88
1758334855,2430.8143,2436.9756,2396.1827,2405.7499,5738.39
1758338455,2405.7499,2408.7881,2381.5729,2390.7097,4615.53
1758342055,2390.7097,2398.6677,2360.2562,2362.6023,1651.07
1758345655,2362.6023,2381.8402,2361.8838,2374.0431,7519.77
1758349255,2374.0431,2377.4004,2365.3468,2373.8387,2883.53
1758352855,2373.8387,2408.1223,2365.1986,2401.5603,4493.0
1758356455,2401.5603,2408.625,2376.4043,2384.7293,2447.45
1758360055,2384.7293,2387.1111,2362.3413,2368.2011,2091.97
1758363655,2368.2011,2376.9179,2339.7572,2346.0993,5643.97
1758367255,2346.0993,2361.1445,2341.0179,2353.9486,1295.84
1758370855,2353.9486,2359.9279,2349.3128,2354.0834,7897.53
1758374455,2354.0834,2386.8906,2349.4619,2378.6247,7890.76
1758378055,2378.6247,2407.2478,2376.5116,2404.5522,5036.66
1758381655,2404.5522,2412.2397,2374.401,2378.9526,4785.38
1758385255,2378.9526,2384.0379,2372.4215,2380.2893,2223.6
1758388855,2380.2893,2416.5657,2375.9089,2409.835,5824.47
1758392455,2409.835,2411.8666,2376.0941,2381.6291,3278.05
1758396055,2381.6291,2392.0171,2376.4032,2389.5348,2659.97
1758399655,2389.5348,2395.3948,2385.521,2389.0178,4491.39
1758403255,2389.0178,2395.7139,2369.3899,2372.9238,6980.28
1758406855,2372.9238,2374.6312,2359.7987,2361.0372,5031.25
1758410455,2361.0372,2361.9803,2343.6627,2346.1961,2650.64
1758414055,2346.1961,2349.7706,2342.0264,2343.3935,7714.04
1758417655,2343.3935,2350.9455,2322.3922,2324.034,4497.18
1758421255,2324.034,2361.9864,2319.2278,2353.9886,6043.92
1758424855,2353.9886,2374.804,2348.6955,2371.9573,4974.84
1758428455,2371.9573,2378.5091,2366.5502,2367.1187,6696.73
1758432055,2367.1187,2373.0825,2362.6548,2366.9139,3342.6
1758435655,2366.9139,2372.2191,2351.0739,2359.87,2804.0
1758439255,2359.87,2361.0145,2324.6285,2332.7218,7741.82
1758442855,2332.7218,2338.0954,2310.3176,2316.332,2221.77
1758446455,2316.332,2337.0373,2310.0947,2333.7224,4412.46
1758450055,2333.7224,2357.0468,2330.1651,2348.6889,3005.67
1758453655,2348.6889,2358.963,2347.1146,2357.597,6654.02
1758457255,2357.597,2363.5502,2343.82,2349.1915,6942.31
1758460855,2349.1915,2350.7138,2323.0686,2325.1912,3218.15
1758464455,2325.1912,2327.6789,2308.258,2314.2254,2898.74
1758468055,2314.2254,2322.2123,2308.8358,2312.1946,5108.44
1758471655,2312.1946,2344.1357,2310.4939,2340.2604,1161.71
1758475255,2340.2604,2360.9923,2331.4569,2354.7567,5904.88
1758478855,2354.7567,2356.3288,2330.2524,2331.2129,1446.55
1758482455,2331.2129,2359.6138,2330.9671,2354.4488,3779.09
1758486055,2354.4488,2372.0136,2351.977,2371.224,2086.92
1758489655,2371.224,2390.0235,2368.2896,2381.5882,2731.78
1758493255,2381.5882,2387.5562,2368.6844,2369.9288,6869.62
1758496855,2369.9288,2376.2191,2335.1185,2343.1825,3276.41
1758500455,2343.1825,2352.3207,2337.891,2342.9572,2906.9
1758504055,2342.9572,2352.0436,2334.3658,2340.8981,2239.26
1758507655,2340.8981,2353.7056,2334.9442,2347.7794,4947.89
1758511255,2347.7794,2356.3426,2344.8713,2350.3302,3430.18
1758514855,2350.3302,2361.4128,2346.1761,2353.8362,3560.48
1758518455,2353.8362,2356.6945,2340.8779,2340.8788,6707.66
1758522055,2340.8788,2365.6613,2336.4854,2362.4117,1058.22
1758525655,2362.4117,2397.5689,2357.9036,2388.5216,1063.93
1758529255,2388.5216,2391.3202,2383.3556,2385.5619,1050.53
1758532855,2385.5619,2389.4908,2373.8842,2379.2189,3763.26
1758536455,2379.2189,2386.234,2356.7001,2360.3797,3648.51
1758540055,2360.3797,2364.3662,2345.3239,2347.5734,6351.77
1758543655,2347.5734,2380.4721,2341.1445,2372.8072,2992.74
1758547255,2372.8072,2396.1311,2368.8882,2388.4041,6974.37
1758550855,2388.4041,2391.1707,2364.5954,2370.6348,5324.11
1758554455,2370.6348,2376.54,2356.5439,2358.3154,1135.77
1758558055,2358.3154,2363.3619,2331.2067,2332.9418,1715.91
1758561655,2332.9418,2339.6159,2313.8975,2320.6469,2629.67
1758565255,2320.6469,2325.2286,2298.3936,2301.5413,3181.04
1758568855,2301.5413,2329.1834,2297.2725,2319.9227,6539.97
1758572455,2319.9227,2327.7505,2302.4395,2311.2374,1392.27
1758576055,2311.2374,2328.9853,2306.8909,2328.3205,2345.35
1758579655,2328.3205,2357.045,2320.6067,2349.365,1853.73
1758583255,2349.365,2368.6454,2342.1174,2366.2889,4100.73
1758586855,2366.2889,2381.8482,2361.9271,2381.529,6396.97
1758590455,2381.529,2393.3437,2377.0248,2383.9783,5770.1
1758594055,2383.9783,2387.059,2367.9976,2373.9721,1295.3
1758597655,2373.9721,2406.123,2371.5667,2401.1197,5469.64
1758601255,2401.1197,2409.6439,2375.9986,2384.2353,2524.52
1758604855,2384.2353,2390.2713,2359.2892,2362.3557,2171.52
1758608455,2362.3557,2363.4863,2342.8946,2350.3135,1062.51
1758612055,2350.3135,2357.6792,2320.158,2324.5772,5173.49
1758615655,2324.5772,2325.4092,2316.8036,2318.2659,1639.81
1758619255,2318.2659,2334.9631,2309.0209,2326.3013,5375.93
1758622855,2326.3013,2332.2992,2295.4046,2301.8621,6540.26
1758626455,2301.8621,2304.0044,2272.522,2281.4807,6519.93
1758630055,2281.4807,2304.6647,2277.4769,2297.2627,2350.76
1758633655,2297.2627,2312.5887,2296.0246,2309.2802,7290.64
1758637255,2309.2802,2313.6281,2306.5579,2309.5863,5879.26
1758640855,2309.5863,2311.3104,2289.6403,2292.8289,6126.82
1758644455,2292.8289,2300.4534,2272.7527,2281.0967,4881.64
1758648055,2281.0967,2282.5112,2254.9813,2257.6514,2843.44
1758651655,2257.6514,2257.6579,2245.5344,2251.2799,3653.3
1758655255,2251.2799,2251.4485,2227.0477,2234.7068,6432.12
1758658855,2234.7068,2241.1517,2215.3819,2221.2308,4772.7
1758662455,2221.2308,2225.8871,2211.6832,2216.0937,4860.27
1758666055,2216.0937,2226.3335,2210.4124,2223.4643,1773.25
1758669655,2223.4643,2226.4594,2216.0363,2225.8657,1908.42
1758673255,2225.8657,2249.5792,2221.5442,2247.7623,1691.28
1758676855,2247.7623,2260.4129,2241.8469,2252.8766,4680.75
1758680455,2252.8766,2267.6606,2249.5752,2265.3414,5241.68
1758684055,2265.3414,2273.7704,2240.2991,2242.1712,4439.84
1758687655,2242.1712,2265.8649,2234.9871,2265.1404,1424.9
1758691255,2265.1404,2278.0761,2261.3716,2269.5585,3583.48
1758694855,2269.5585,2290.0396,2267.1454,2282.5196,1284.57
1758698455,2282.5196,2285.2943,2250.61,2259.146,7724.11
1758702055,2259.146,2265.699,2232.763,2237.5214,2326.22
1758705655,2237.5214,2242.3343,2231.9247,2240.1053,2252.29
1758709255,2240.1053,2258.9261,2239.1598,2255.1809,5470.37
1758712855,2255.1809,2259.3189,2242.3178,2248.3005,7179.77
1758716455,2248.3005,2249.9228,2227.1138,2230.6968,3362.59
1758720055,2230.6968,2239.6056,2208.8285,2212.7496,3466.27
1758723655,2212.7496,2221.525,2200.7689,2203.6305,3602.04
1758727255,2203.6305,2223.1089,2197.2324,2219.2865,5258.89
1758730855,2219.2865,2225.8025,2212.4892,2223.8995,7483.03
1758734455,2223.8995,2232.454,2207.3811,2211.3394,3779.63
1758738055,2211.3394,2233.7046,2206.0697,2224.9565,4623.27
1758741655,2224.9565,2256.2353,2222.2836,2253.5145,2553.21
1758745255,2253.5145,2274.8792,2246.1055,2274.6818,5828.03
1758748855,2274.6818,2279.7194,2258.0424,2263.0785,7481.46
1758752455,2263.0785,2263.4201,2241.4815,2244.6748,1968.86
1758756055,2244.6748,2249.9018,2236.2522,2238.3383,6677.52
1758759655,2238.3383,2241.9178,2208.4827,2216.6211,6139.86
1758763255,2216.6211,2237.1923,2215.088,2230.1192,6779.94
1758766855,2230.1192,2246.972,2222.0225,2241.8048,5166.62
1758770455,2241.8048,2248.3579,2226.5942,2231.7387,1549.34
1758774055,2231.7387,2238.6205,2205.0049,2208.0779,6719.99
1758777655,2208.0779,2215.7429,2196.9038,2204.5738,2587.02
1758781255,2204.5738,2219.4306,2204.473,2214.0964,6441.93
1758784855,2214.0964,2216.7957,2208.335,2208.6988,4779.51
1758788455,2208.6988,2213.1375,2188.5193,2190.4539,1353.64
1758792055,2190.4539,2207.6947,2186.5495,2204.2307,5165.93
1758795655,2204.2307,2207.5527,2201.6757,2205.5934,3760.26
1758799255,2205.5934,2206.3216,2181.4175,2186.4152,1345.18
1758802855,2186.4152,2187.1592,2177.6182,2181.9981,6416.78
1758806455,2181.9981,2183.1753,2158.0872,2162.9261,4415.03
1758810055,2162.9261,2173.944,2157.5967,2172.2401,6149.67
1758813655,2172.2401,2172.8626,2152.836,2159.5459,3263.88
1758817255,2159.5459,2184.3068,2153.7432,2183.5243,3964.78
1758820855,2183.5243,2186.3256,2171.1656,2176.3355,1169.45
1758824455,2176.3355,2184.9333,2161.4632,2166.8041,7931.11
1758828055,2166.8041,2168.068,2164.3685,2164.757,6727.2
1758831655,2164.757,2167.994,2143.0715,2149.5867,6969.35
1758835255,2149.5867,2150.0557,2121.7462,2129.8305,7487.11
1758838855,2129.8305,2157.5848,2129.7135,2150.5299,5856.57
1758842455,2150.5299,2154.4014,2130.5123,2130.7062,2463.07
1758846055,2130.7062,2135.5355,2126.2465,2133.796,2810.61
1758849655,2133.796,2140.188,2132.5896,2133.9575,5891.29
1758853255,2133.9575,2138.9339,2103.7326,2109.331,1304.37
1758856855,2109.331,2111.7273,2086.3934,2093.0005,5325.75
1758860455,2093.0005,2098.4822,2070.5932,2070.6622,3720.52
1758864055,2070.6622,2077.7197,2054.4202,2059.8591,7049.98
1758867655,2059.8591,2067.006,2030.8341,2036.1232,2618.18
1758871255,2036.1232,2044.0772,2030.2594,2031.0686,3208.19
1758874855,2031.0686,2055.068,2029.5541,2050.7077,4504.56
1758878455,2050.7077,2058.3064,2049.4029,2049.5791,2731.74
1758882055,2049.5791,2054.8492,2046.3538,2052.1111,2099.04
1758885655,2052.1111,2054.9997,2040.1614,2045.2765,2653.43
1758889255,2045.2765,2074.9046,2038.6343,2070.7527,5380.55
1758892855,2070.7527,2098.8405,2064.0032,2091.3918,1206.26
1758896455,2091.3918,2097.6583,2090.1226,2095.3099,7280.23
1758900055,2095.3099,2105.3172,2092.1066,2104.5781,7724.24
1758903655,2104.5781,2116.8301,2102.6636,2111.5468,2682.53
1758907255,2111.5468,2119.7442,2086.6507,2094.2717,3304.99
1758910855,2094.2717,2099.2648,2093.1108,2097.53,4789.48
1758914455,2097.53,2121.6109,2094.9375,2114.3158,5935.95
1758918055,2114.3158,2117.7764,2105.895,2116.6313,7830.44
1758921655,2116.6313,2124.5308,2091.2128,2098.9125,3222.47
1758925255,2098.9125,2110.9503,2097.9186,2102.9708,3223.18
1758928855,2102.9708,2130.1587,2096.532,2123.9815,7160.92
1758932455,2123.9815,2127.4754,2116.7215,2120.479,7536.38
1758936055,2120.479,2150.4306,2118.1567,2142.4329,6453.76
1758939655,2142.4329,2144.0161,2115.9695,2122.4425,5283.87
1758943255,2122.4425,2127.2565,2109.1832,2111.1332,2625.28
1758946855,2111.1332,2125.1277,2105.3221,2122.0782,4336.22
1758950455,2122.0782,2128.3984,2116.0344,2123.2626,3617.72
1758954055,2123.2626,2147.2285,2122.0947,2143.0158,2352.82
1758957655,2143.0158,2149.5695,2118.8991,2119.0263,2889.01
1758961255,2119.0263,2125.3187,2107.1169,2115.4793,6304.44
1758964855,2115.4793,2123.3244,2085.3373,2093.5913,7069.9
1758968455,2093.5913,2096.8332,2089.7596,2094.1117,2727.49
1758972055,2094.1117,2094.462,2084.0304,2090.1783,3662.62
1758975655,2090.1783,2095.2909,2075.2648,2081.4464,5156.64
1758979255,2081.4464,2091.0999,2074.8947,2083.8,4644.54
1758982855,2083.8,2090.6933,2081.9677,2082.321,7970.85
1758986455,2082.321,2087.6342,2076.1976,2084.3358,4903.91
1758990055,2084.3358,2091.481,2083.9248,2086.2183,3038.26
1758993655,2086.2183,2088.7598,2075.0514,2081.9437,4229.43
1758997255,2081.9437,2087.0497,2078.4953,2078.9489,4618.79
1759000855,2078.9489,2085.8501,2057.6697,2061.3942,6058.53
1759004455,2061.3942,2067.8153,2034.8276,2042.4898,5872.8
1759008055,2042.4898,2045.8685,2021.237,2024.889,2252.15
1759011655,2024.889,2036.2613,2023.2534,2030.4734,4182.78
1759015255,2030.4734,2036.0914,2011.4768,2018.8023,6575.4
1759018855,2018.8023,2031.8367,2017.8804,2030.8331,4145.79
1759022455,2030.8331,2035.0883,2021.7791,2024.8901,6537.47
1759026055,2024.8901,2034.1918,2021.8229,2026.4931,3664.25
1759029655,2026.4931,2048.545,2021.9092,2041.097,5616.71
1759033255,2041.097,2048.1904,2022.8143,2024.2626,5984.33
1759036855,2024.2626,2026.7687,2014.9908,2021.205,4123.81
1759040455,2021.205,2029.5592,2020.1413,2028.6053,2419.96
1759044055,2028.6053,2037.8964,2024.8837,2035.8352,6987.88
1759047655,2035.8352,2039.1141,2028.6471,2039.0672,2665.15
1759051255,2039.0672,2048.5072,2035.7219,2044.6166,1555.83
1759054855,2044.6166,2052.7631,2040.1402,2050.7557,5338.36
1759058455,2050.7557,2061.5142,2050.3544,2054.7315,2037.79
1759062055,2054.7315,2063.9356,2047.714,2063.6325,5668.98
1759065655,2063.6325,2084.5883,2056.0351,2082.1027,1343.22
1759069255,2082.1027,2083.5872,2073.2325,2078.8212,5277.63
1759072855,2078.8212,2094.7871,2072.2745,2089.8136,2241.93
1759076455,2089.8136,2094.6534,2080.7435,2088.5252,1651.88
1759080055,2088.5252,2091.6042,2075.9386,2079.09,1473.67
1759083655,2079.09,2083.6679,2073.9199,2076.352,1941.82
1759087255,2076.352,2089.784,2071.9746,2087.4926,4672.52
1759090855,2087.4926,2103.8944,2086.58,2098.7562,6108.1
1759094455,2098.7562,2114.8913,2094.6958,2106.5729,5820.58
1759098055,2106.5729,2138.8818,2104.153,2130.4768,5261.91
1759101655,2130.4768,2134.9542,2113.3231,2121.7679,3476.97
1759105255,2121.7679,2126.543,2098.8151,2103.1872,5423.0
1759108855,2103.1872,2105.3587,2098.0604,2103.8447,5960.11
1759112455,2103.8447,2130.1172,2103.6428,2130.1037,5378.23
1759116055,2130.1037,2137.3296,2104.0714,2110.8223,7992.91
1759119655,2110.8223,2113.6406,2102.6177,2107.3416,5462.52
1759123255,2107.3416,2109.0375,2080.3026,2082.6487,6531.37
1759126855,2082.6487,2086.8697,2070.9946,2073.6815,1042.92
1759130455,2073.6815,2087.1985,2067.6728,2084.3524,5311.95
1759134055,2084.3524,2085.8167,2058.1329,2060.8575,3365.56
1759137655,2060.8575,2078.3626,2054.2854,2070.774,5519.57
1759141255,2070.774,2076.0467,2063.3849,2070.8514,4758.77
1759144855,2070.8514,2077.3455,2059.9337,2063.3502,6198.09
1759148455,2063.3502,2084.1604,2057.3668,2081.6679,3208.52
1759152055,2081.6679,2086.3128,2075.96,2084.5763,6596.75
1759155655,2084.5763,2108.819,2076.4913,2105.8405,2963.22
1759159255,2105.8405,2114.1259,2076.9934,2082.2115,6896.84
1759162855,2082.2115,2090.1996,2077.2543,2086.9476,7052.16
1759166455,2086.9476,2107.0423,2084.3222,2101.1149,1221.4
1759170055,2101.1149,2105.2924,2095.6472,2097.6412,4163.34
1759173655,2097.6412,2124.1615,2095.1046,2122.3266,1785.62
1759177255,2122.3266,2145.1596,2114.5728,2138.5064,4106.42
1759180855,2138.5064,2142.6351,2109.9485,2114.1774,2331.48
1759184455,2114.1774,2143.8883,2109.7492,2137.6255,6428.73
1759188055,2137.6255,2145.0798,2112.6613,2119.6318,7566.17
1759191655,2119.6318,2131.1868,2113.4885,2130.056,4215.58
1759195255,2130.056,2146.9761,2130.021,2142.4997,7526.36
1759198855,2142.4997,2158.7093,2141.7534,2153.5899,4268.13
1759202455,2153.5899,2158.0743,2124.6158,2130.231,3187.37
1759206055,2130.231,2138.0928,2122.6291,2135.4266,3246.16
1759209655,2135.4266,2137.7896,2117.3742,2120.0806,4087.81
1759213255,2120.0806,2121.3469,2098.5759,2100.8754,1106.8
1759216855,2100.8754,2112.7185,2099.1394,2108.3831,3452.23
1759220455,2108.3831,2109.577,2093.9536,2099.8698,2982.87
1759224055,2099.8698,2100.4682,2082.403,2087.5238,3371.17
1759227655,2087.5238,2088.61,2081.6996,2085.6267,5728.47
1759231255,2085.6267,2086.0755,2062.5977,2066.1223,2252.88
1759234855,2066.1223,2077.0333,2059.2117,2072.1203,5895.56
1759238455,2072.1203,2081.7803,2065.3449,2079.1818,5990.29
1759242055,2079.1818,2093.5612,2071.084,2089.1032,6290.2
1759245655,2089.1032,2090.2045,2081.566,2088.3561,7437.82
1759249255,2088.3561,2092.1618,2082.0279,2087.744,5971.51
1759252855,2087.744,2089.6788,2085.1136,2086.9818,7027.67
1759256455,2086.9818,2101.7733,2083.7087,2094.1267,5897.3
1759260055,2094.1267,2110.4593,2086.7352,2103.8215,4172.98
1759263655,2103.8215,2107.8215,2077.2431,2080.1674,4228.69
1759267255,2080.1674,2086.5571,2059.0973,2064.0877,1891.76
1759270855,2064.0877,2070.8377,2038.1139,2044.6302,3281.09
1759274455,2044.6302,2059.8002,2040.2731,2053.2919,3805.72
1759278055,2053.2919,2058.3912,2045.3824,2049.8753,7817.24
1759281655,2049.8753,2052.669,2038.2885,2044.9462,5136.79
1759285255,2044.9462,2064.092,2038.506,2060.5038,4811.69
1759288855,2060.5038,2065.9651,2047.3046,2047.9427,7516.04
1759292455,2047.9427,2056.7607,2043.0918,2052.765,4240.36
1759296055,2052.765,2063.3808,2051.3184,2056.6184,7691.18
1759299655,2056.6184,2057.513,2028.8897,2035.5179,6399.4
1759303255,2035.5179,2039.5425,2025.0122,2030.3737,1633.73
1759306855,2030.3737,2054.7479,2023.0379,2047.4813,5452.93
1759310455,2047.4813,2048.683,2021.7136,2022.921,4718.79
1759314055,2022.921,2027.5974,2016.7888,2018.3685,5770.62
1759317655,2018.3685,2022.9726,2002.7808,2010.1234,3131.85
1759321255,2010.1234,2036.9432,2002.2229,2033.4073,3409.85
1759324855,2033.4073,2033.4733,2005.6005,2013.5453,3829.38
1759328455,2013.5453,2015.9148,1992.8562,1995.8038,4842.2
1759332055,1995.8038,2001.4188,1968.0226,1974.5049,3514.71
1759335655,1974.5049,2000.2266,1972.647,1993.3243,5915.55
1759339255,1993.3243,1995.8608,1986.0065,1989.052,3670.96
1759342855,1989.052,1997.5696,1985.2739,1992.2902,2317.59
1759346455,1992.2902,1999.6575,1980.8605,1987.5383,2079.87
1759350055,1987.5383,2018.6459,1986.4708,2013.2499,1502.22
1759353655,2013.2499,2019.0588,1986.0076,1989.8815,4057.15
